CiexKey,IdCiex,Ciex,DescCiex,Categoria,Grupo,Capitulo
9044,V425,"Ocupante de Automovil Lesionado por Colision con Vehiculo de Motor de dos o Tres Ruedas,","V425 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Motor de dos o Tres Ruedas,",V42 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE MOTOR DE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9045,V426,"Ocupante de Automovil Lesionado por Colision con Vehiculo de Motor de dos o Tres Ruedas,","V426 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Motor de dos o Tres Ruedas,",V42 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE MOTOR DE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9046,V427,"Ocupante de Automovil Lesionado por Colision con Vehiculo de Motor de dos o Tres Ruedas,","V427 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Motor de dos o Tres Ruedas,",V42 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE MOTOR DE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9047,V429,"Ocupante de Automovil Lesionado por Colision con Vehiculo de Motor de dos o Tres Ruedas,","V429 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Motor de dos o Tres Ruedas,",V42 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE MOTOR DE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9048,V430,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V430 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9049,V431,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V431 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9050,V432,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V432 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9051,V433,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V433 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9052,V434,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V434 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9053,V435,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V435 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9054,V436,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V436 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9055,V437,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V437 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9056,V439,"Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V439 - Ocupante de Automovil Lesionado por Colision con Otro Automovil, Camioneta o Furgoneta,","V43 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTRO AUTOMOVIL, CAMIO",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9057,V440,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V440 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9058,V441,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V441 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9059,V442,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V442 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9060,V443,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V443 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9061,V444,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V444 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9062,V445,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V445 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9063,V446,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V446 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9064,V447,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V447 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9065,V449,Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V449 - Ocupante de Automovil Lesionado por Colision con Vehiculo de Transporte Pesado o Autobus,V44 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE TRANSPORT,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9066,V450,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Conductor Le","V450 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Conductor Le",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9067,V451,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Pasajero Les","V451 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Pasajero Les",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9068,V452,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Persona Que","V452 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Persona Que",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9069,V453,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Ocupante No","V453 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Ocupante No",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9070,V454,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Persona Lesi","V454 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Persona Lesi",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9071,V455,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Conductor Le","V455 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Conductor Le",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9072,V456,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Pasajero Les","V456 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Pasajero Les",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9073,V457,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Persona Que","V457 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Persona Que",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9074,V459,"Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Ocupante No","V459 - Ocupante de Automovil Lesionado por Colision con Tren o Vehiculo de Rieles, Ocupante No",V45 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON TREN O VEHICULO DE RI,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9075,V460,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Conductor Le","V460 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Conductor Le",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9076,V461,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Pasajero Les","V461 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Pasajero Les",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9077,V462,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Persona Que","V462 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Persona Que",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9078,V463,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Ocupante No","V463 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Ocupante No",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9079,V464,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Persona Lesi","V464 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Persona Lesi",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9080,V465,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Conductor Le","V465 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Conductor Le",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9081,V466,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Pasajero Les","V466 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Pasajero Les",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9082,V467,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Persona Que","V467 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Persona Que",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9083,V469,"Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Ocupante No","V469 - Ocupante de Automovil Lesionado por Colision con otros Vehiculos sin Motor, Ocupante No",V46 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS SIN M,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9084,V470,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Conductor Le","V470 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Conductor Le",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9085,V471,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Pasajero Les","V471 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Pasajero Les",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9086,V472,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Persona Que","V472 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Persona Que",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9087,V473,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Ocupante No","V473 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Ocupante No",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9088,V474,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Persona Lesi","V474 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Persona Lesi",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9089,V475,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Conductor Le","V475 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Conductor Le",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9090,V476,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Pasajero Les","V476 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Pasajero Les",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9091,V477,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Persona Que","V477 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Persona Que",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9092,V479,"Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Ocupante No","V479 - Ocupante de Automovil Lesionado por Colision con Objeto Fijo o Estacionado, Ocupante No",V47 - OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9093,V480,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Conductor Lesio","V480 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Conductor Lesio",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9094,V481,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Pasajero Lesion","V481 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Pasajero Lesion",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9095,V482,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Persona que Via","V482 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Persona que Via",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9096,V483,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Ocupante no Esp","V483 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Ocupante no Esp",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9097,V484,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Persona Lesiona","V484 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Persona Lesiona",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9098,V485,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Conductor Lesio","V485 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Conductor Lesio",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9099,V486,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Pasajero Lesion","V486 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Pasajero Lesion",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9100,V487,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Persona que Via","V487 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Persona que Via",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9101,V489,"Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Ocupante no Esp","V489 - Ocupante de Automovil Lesionado en Accidente de Transporte sin Colision, Ocupante no Esp",V48 - OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9102,V490,"Conductor de Automovil Lesionado por Colision con otros Vehiculos de Motor, y con los No","V490 - Conductor de Automovil Lesionado por Colision con otros Vehiculos de Motor, y con los No","V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9103,V491,"Pasajero de Automovil Lesionado por Colision con otros Vehiculos de Motor, y con los No","V491 - Pasajero de Automovil Lesionado por Colision con otros Vehiculos de Motor, y con los No","V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9104,V492,Ocupante no Especificado de Automovil Lesionado por Colision con otros Vehiculos de Moto,V492 - Ocupante no Especificado de Automovil Lesionado por Colision con otros Vehiculos de Moto,"V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9105,V493,"Ocupante [Cualquiera] de Automovil Lesionado en Accidente no de Transito, no Especificad","V493 - Ocupante [Cualquiera] de Automovil Lesionado en Accidente no de Transito, no Especificad","V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9106,V494,"Conductor de Automovil Lesionado por Colision con otros Vehiculos de Motor, y con los No","V494 - Conductor de Automovil Lesionado por Colision con otros Vehiculos de Motor, y con los No","V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
